Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Stock,Regular price,Parent,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: _1688_offer_id,Meta: _1688_source_url,Meta: _1688_source_variant_id,Meta: _1688_spec_id,Meta: _1688_source_price
variation,6011544982653,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 枪 - 55mm（四层）,1,,,,,taxable,1,99949,2.56,1688-582636594501,,颜色,枪,1,0,规格,55mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6011544982653,cd115246082e95a5ea25e1f9f7d2b6a1,12.00
variation,6011544982693,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 枪 - 75mm（四层）,1,,,,,taxable,1,99969,4.48,1688-582636594501,,颜色,枪,1,0,规格,75mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6011544982693,43b82b998bfe5d1d71967df4b4fe3679,21.00
variation,6028372680514,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 包花随机图 - 63mm（四层）,1,,,,,taxable,1,99999,3.41,1688-582636594501,,颜色,包花随机图,1,0,规格,63mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6028372680514,76be2d2357ecc72721cb6058f09872cd,16.00
variation,6011544982691,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 金色 - 75mm（四层）,1,,,,,taxable,1,99999,4.48,1688-582636594501,,颜色,金色,1,0,规格,75mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6011544982691,a330c5b407195d3d4e8db7e0bdb9f369,21.00
variation,6011544982658,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 蓝 - 63mm（四层）,1,,,,,taxable,1,99924,2.64,1688-582636594501,,颜色,蓝,1,0,规格,63mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6011544982658,7f85bbeda5608d103635020f0f9236d4,12.40
variation,6011544982656,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 绿 - 63mm（四层）,1,,,,,taxable,1,99971,2.64,1688-582636594501,,颜色,绿,1,0,规格,63mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6011544982656,fa7748f2a8460a2953de512eb0b35812,12.40
variation,6011544982664,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 炫彩 - 63mm（四层）,1,,,,,taxable,1,99920,3.52,1688-582636594501,,颜色,炫彩,1,0,规格,63mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6011544982664,34d01943160dc90b6aebc65cb0f2321d,16.50
variation,6011544982684,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 炫彩 - 40mm（四层）,1,,,,,taxable,1,99706,1.98,1688-582636594501,,颜色,炫彩,1,0,规格,40mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6011544982684,b4866c317928fb92e81f748a6fa17521,9.30
variation,6011544982674,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 炫彩 - 50mm（四层）,1,,,,,taxable,1,99867,2.64,1688-582636594501,,颜色,炫彩,1,0,规格,50mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6011544982674,feefead7b8b03ccb9675e61efabf10a8,12.40
variation,6028372680516,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 包花随机图 - 40mm（四层）,1,,,,,taxable,1,99985,1.92,1688-582636594501,,颜色,包花随机图,1,0,规格,40mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6028372680516,29d8783be0e517e0b9d8c50f5d00288c,9.00
variation,6028372680515,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 包花随机图 - 50mm（四层）,1,,,,,taxable,1,99974,2.45,1688-582636594501,,颜色,包花随机图,1,0,规格,50mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6028372680515,2dd638e4bb375bcf9f34afa02ecb58c5,11.50
variation,6011544982655,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 玫瑰金 - 55mm（四层）,1,,,,,taxable,1,99999,2.56,1688-582636594501,,颜色,玫瑰金,1,0,规格,55mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6011544982655,e4bbb094161a914d444f28caae922e19,12.00
variation,6011544982685,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 玫瑰金 - 40mm（四层）,1,,,,,taxable,1,98866,1.60,1688-582636594501,,颜色,玫瑰金,1,0,规格,40mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6011544982685,94655a8513fa5b65ff8f31607eb23fef,7.50
variation,6011544982695,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 玫瑰金 - 75mm（四层）,1,,,,,taxable,1,99999,4.48,1688-582636594501,,颜色,玫瑰金,1,0,规格,75mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6011544982695,7f910573873fa1604bfc7274047a48f9,21.00
variation,6011544982682,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 红 - 40mm（四层）,1,,,,,taxable,1,97889,1.41,1688-582636594501,,颜色,红,1,0,规格,40mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6011544982682,4171d2b664e6d5a942a4526a14d20e28,6.60
variation,6011544982692,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 红 - 75mm（四层）,1,,,,,taxable,1,99992,4.09,1688-582636594501,,颜色,红,1,0,规格,75mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6011544982692,c9e9e8805ce27e46b34f81077a16e899,19.20
variation,6011544982663,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 枪 - 63mm（四层）,1,,,,,taxable,1,99737,2.96,1688-582636594501,,颜色,枪,1,0,规格,63mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6011544982663,3ff57b15a1502b38241e9b425a3297f3,13.90
variation,6011544982652,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 红 - 55mm（四层）,1,,,,,taxable,1,99992,2.39,1688-582636594501,,颜色,红,1,0,规格,55mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6011544982652,b1bca39cb342ba87a908136378985fc4,11.20
variation,6011544982647,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 银 - 55mm（四层）,1,,,,,taxable,1,99922,2.47,1688-582636594501,,颜色,银,1,0,规格,55mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6011544982647,66aea46f38ddec9c2f33138926a92559,11.60
variation,6011544982687,跨境热卖锌合金金属磨烟器40/50/55/63平板4层手动研磨器Grinder - 银 - 75mm（四层）,1,,,,,taxable,1,99997,4.31,1688-582636594501,,颜色,银,1,0,规格,75mm（四层）,1,0,582636594501,https://detail.1688.com/offer/582636594501.html?spm=a26352.13672862.offerlist.5.53061e620J2Jom&offerId=582636594501&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6011544982679&trace_log=normal&uuid=6311b6d6b99247978dd34f5a1a899878&sourceId=V1-3d097e67f0d5c98b71aeefa6df3063dc-S02&forcePC=1788413877143,6011544982687,e77e08dc91c8773e7df57cc5e3bb8b9e,20.20
